Source,Target,Weight
Beangrowers,The Cure,1
Future Islands,Ian Curtis,1
Future Islands,Joy Division,2
Future Islands,The Cure,1
Future Islands,The Smashing Pumpkins,1
Night Riots,AFI (band),1
Night Riots,Davey Havok,1
Night Riots,Robert Smith (musician),1
Night Riots,The Cure,2
Violet Scene,The Cure,1
Undercover Slut,Marilyn Manson (band),2
Undercover Slut,The Cure,1
London After Midnight (band),The Cure,1
Quinn Marston,Gwen Stefani,2
Quinn Marston,The Cure,1
Nine Inch Nails,A Perfect Circle,1
Nine Inch Nails,Bauhaus (band),4
Nine Inch Nails,David Bowie,4
Nine Inch Nails,Depeche Mode,1
Nine Inch Nails,Joy Division,3
Nine Inch Nails,Marilyn Manson (band),2
Nine Inch Nails,Pigface,1
Nine Inch Nails,Skinny Puppy,5
Nine Inch Nails,The Cure,1
Nine Inch Nails,Trent Reznor,13
The Quick (UK band),The Cure,1
Whores (band),The Cure,1
Starchildren,Billy Corgan,4
Starchildren,Joy Division,5
Starchildren,The Cure,1
Starchildren,The Smashing Pumpkins,2
Tryo,David Bowie,1
Tryo,The Cure,1
Dorian (Spanish band),The Cure,1
John Rzeznik,The Cure,1
Our Time Down Here,AFI (band),2
Our Time Down Here,Alkaline Trio,2
Our Time Down Here,David Bowie,2
Our Time Down Here,Energy (American band),2
Our Time Down Here,The Cult,1
Our Time Down Here,The Cure,1
Our Time Down Here,The Sisters of Mercy,1
65daysofstatic,Alkaline Trio,1
65daysofstatic,Deftones,1
65daysofstatic,Lostprophets,1
65daysofstatic,The Cure,4
The Megas (band),The Cure,2
Stir (band),Nine Inch Nails,1
Stir (band),The Cure,1
Davey Havok,AFI (band),11
Davey Havok,The Cure,1
The Sisters of Mercy,David Bowie,1
The Sisters of Mercy,Generation X (band),1
The Sisters of Mercy,Hawkwind,1
The Sisters of Mercy,Siouxsie and the Banshees,1
The Sisters of Mercy,The Cure,1
The Sisters of Mercy,The Gun Club,1
The Sisters of Mercy,The Mission (band),7
Xero (band),The Cure,2
Diana Dors,The Cure,1
Adoration (band),Cranes (band),1
Adoration (band),The Birthday Massacre,1
Adoration (band),The Cure,1
Adoration (band),The Mission (band),1
Icehouse (band),David Bowie,3
Icehouse (band),The Cure,1
Godflesh,Faith No More,3
Godflesh,Jesu (band),3
Godflesh,Korn,2
Godflesh,Nine Inch Nails,2
Godflesh,Skinny Puppy,1
Godflesh,The Cure,1
Mad at the World,Depeche Mode,3
Mad at the World,The Cult,1
Mad at the World,The Cure,1
Jamie Cullum,Joy Division,1
Jamie Cullum,Katie Melua,1
Jamie Cullum,The Cure,1
Renato Russo,Robert Smith (musician),1
Renato Russo,The Cure,1
Zakkum (band),Placebo (band),1
Zakkum (band),Suede (band),1
Zakkum (band),The Cure,1
Zakkum (band),The Smashing Pumpkins,1
Raining Pleasure,The Cure,1
Raining Pleasure,The Dandy Warhols,1
Civil Civic,Joy Division,1
Civil Civic,The Cure,1
Tangerine Circus,The Cure,1
Wire (band),Big Black,2
Wire (band),Depeche Mode,1
Wire (band),Robert Smith (musician),1
Wire (band),The Cure,1
The Trial (band),Joy Division,1
The Trial (band),The Cure,1
The Trial (band),The Sisters of Mercy,1
Vitamin String Quartet,311 (band),1
Vitamin String Quartet,A Perfect Circle,2
Vitamin String Quartet,AFI (band),1
Vitamin String Quartet,Adele,6
Vitamin String Quartet,Animal Collective,1
Vitamin String Quartet,Chevelle (band),1
Vitamin String Quartet,Dashboard Confessional,2
Vitamin String Quartet,David Bowie,1
Vitamin String Quartet,Deftones,1
Vitamin String Quartet,Depeche Mode,1
Vitamin String Quartet,Gorillaz,1
Vitamin String Quartet,Gwen Stefani,1
Vitamin String Quartet,Interpol (band),1
Vitamin String Quartet,Joy Division,1
Vitamin String Quartet,My Chemical Romance,1
Vitamin String Quartet,Nine Inch Nails,3
Vitamin String Quartet,Paramore,5
Vitamin String Quartet,Red Hot Chili Peppers,2
Vitamin String Quartet,The Cure,1
Vitamin String Quartet,The Smashing Pumpkins,3
Vitamin String Quartet,Thirty Seconds to Mars,4
LoveLikeFire,Curve (band),1
LoveLikeFire,Dinosaur Jr.,1
LoveLikeFire,Siouxsie and the Banshees,1
LoveLikeFire,The Cranberries,1
LoveLikeFire,The Cure,1
LoveLikeFire,The Dandy Warhols,1
Joy Division,Bauhaus (band),1
Joy Division,David Bowie,4
Joy Division,Editors (band),1
Joy Division,Ian Curtis,13
Joy Division,Interpol (band),1
Joy Division,Siouxsie and the Banshees,4
Joy Division,The Cure,1
Kate Bush,Adele,1
Kate Bush,Bat for Lashes,1
Kate Bush,Charli XCX,1
Kate Bush,David Bowie,1
Kate Bush,Placebo (band),1
Kate Bush,Robert Smith (musician),1
Kate Bush,Suede (band),1
Kate Bush,The Cure,1
DA! (band),Bauhaus (band),2
DA! (band),Siouxsie and the Banshees,1
DA! (band),The Cure,1
Candice Glover,Adele,7
Candice Glover,The Cure,3
Anna Waronker,Red Hot Chili Peppers,2
Anna Waronker,The Cure,1
Curve (band),Siouxsie and the Banshees,1
Curve (band),The Cure,2
Apse (band),The Cure,1
Mogwai,The Cure,1
Mogwai,Trent Reznor,1
Dala (band),The Cure,3
Jessicka,Coal Chamber,1
Jessicka,Depeche Mode,1
Jessicka,Kate Bush,1
Jessicka,Marilyn Manson (band),4
Jessicka,Placebo (band),2
Jessicka,Robert Smith (musician),1
Jessicka,Scarling.,16
Jessicka,Siouxsie Sioux,1
Jessicka,The Cure,1
Jessicka,The Wedding Present,1
Dashboard Confessional,The Cure,1
Laputa (band),Bauhaus (band),1
Laputa (band),The Cure,1
The Dresden Dolls,Bauhaus (band),1
The Dresden Dolls,Kate Bush,1
The Dresden Dolls,Nine Inch Nails,1
The Dresden Dolls,The Cure,1
Blake Lewis,311 (band),7
Blake Lewis,Gwen Stefani,1
Blake Lewis,The Cure,4
Soan (singer),Depeche Mode,1
Soan (singer),The Cure,2
Meat Machine,Kate Bush,1
Meat Machine,Nine Inch Nails,1
Meat Machine,The Cure,2
Heyrocco,The Cure,1
